transaction_id,amount,device,payment_method,hour,is_returning_user,checkout_started,location,payment_success
2164,3429.43,Mobile,UPI,15,1,1,Metro,1
2165,5326.98,Mobile,Card,15,1,1,Metro,0
2166,397.39,Mobile,Card,0,0,1,Urban,1
2167,487.43,Desktop,UPI,0,1,1,Metro,1
2168,311.82,Mobile,UPI,23,1,1,Urban,1
2169,867.82,Mobile,UPI,7,0,1,Semi-Urban,0
2170,1748.23,Desktop,UPI,4,0,1,Semi-Urban,1
2171,2943.44,Desktop,UPI,11,0,1,Rural,1
2172,1016.43,Desktop,Card,20,1,1,Metro,1
2173,796.44,Mobile,UPI,22,1,1,Metro,1
2174,1276.35,Mobile,Wallet,4,0,1,Urban,1
2175,475.73,Mobile,Card,16,0,0,Metro,0
2176,8862.1,Tablet,NetBanking,17,1,1,Semi-Urban,1
2177,219.72,Tablet,UPI,8,0,1,Metro,1
2178,1319.15,Mobile,Wallet,7,0,1,Metro,0
2179,8296.64,Desktop,NetBanking,23,1,1,Urban,1
2180,1104.12,Desktop,UPI,6,1,1,Semi-Urban,1
2181,906.84,Mobile,UPI,13,0,1,Urban,1
2182,767.05,Desktop,Card,16,1,1,Urban,1
2183,915.63,Mobile,Card,2,0,1,Urban,0
2184,4327.95,Mobile,Card,20,1,1,Urban,0
2185,120.08,Tablet,Wallet,1,0,0,Semi-Urban,0
2186,5081.87,Desktop,Card,0,1,1,Metro,1
2187,264.02,Desktop,Card,21,0,1,Semi-Urban,1
2188,839.95,Mobile,Card,1,0,1,Rural,1
2189,713.91,Mobile,UPI,19,1,1,Rural,1
2190,1975.45,Mobile,NetBanking,11,1,1,Semi-Urban,1
2191,221.82,Desktop,NetBanking,11,0,1,Semi-Urban,1
2192,1740.93,Mobile,Wallet,9,1,0,Metro,0
2193,8302.48,Mobile,UPI,20,0,1,Urban,1
2194,280.57,Mobile,UPI,21,1,1,Rural,1
2195,1325.71,Mobile,UPI,13,0,1,Urban,0
2196,565.67,Mobile,Card,1,0,1,Semi-Urban,0
2197,1678.89,Desktop,UPI,20,0,1,Metro,1
2198,1117.83,Mobile,Card,13,0,1,Rural,1
2199,577.39,Desktop,NetBanking,7,0,1,Semi-Urban,0
2200,1786.25,Mobile,NetBanking,18,0,1,Metro,1
2201,6663.15,Mobile,Card,7,1,1,Metro,1
2202,906.05,Mobile,Card,16,0,1,Urban,0
2203,2252.41,Desktop,UPI,6,1,1,Urban,1
2204,300.88,Desktop,Card,14,0,0,Metro,0
2205,421.39,Desktop,Card,16,0,1,Semi-Urban,1
2206,1758.83,Desktop,UPI,18,1,1,Semi-Urban,1
2207,4837.32,Mobile,Card,9,1,1,Semi-Urban,1
2208,1564.96,Mobile,UPI,18,0,1,Urban,1
2209,801.87,Mobile,Card,14,1,1,Urban,1
2210,1095.86,Mobile,UPI,16,1,1,Rural,1
2211,314.06,Mobile,Wallet,10,1,1,Urban,0
2212,2007.24,Mobile,UPI,0,0,1,Metro,1
2213,2650.05,Mobile,Card,23,1,1,Metro,1
2214,697.78,Mobile,UPI,3,1,1,Metro,1
2215,685.37,Mobile,NetBanking,7,0,1,Metro,1
2216,1430.64,Desktop,Wallet,19,0,1,Urban,1
2217,708.59,Mobile,UPI,20,1,1,Semi-Urban,1
2218,1026.46,Mobile,UPI,21,0,1,Metro,1
2219,8952.8,Tablet,Card,11,0,1,Urban,1
2220,856.6,Desktop,Wallet,0,0,1,Rural,1
2221,766.37,Tablet,NetBanking,11,0,1,Metro,1
2222,573.9,Mobile,Wallet,15,1,1,Urban,0
2223,2308.13,Desktop,NetBanking,1,0,1,Rural,1
2224,914.86,Mobile,Card,20,0,1,Urban,0
2225,572.85,Mobile,UPI,3,1,1,Metro,1
2226,4110.52,Desktop,NetBanking,11,1,1,Metro,1
2227,4535.1,Mobile,Card,1,1,1,Semi-Urban,0
2228,601.59,Mobile,Card,18,0,1,Rural,0
2229,169.6,Desktop,Card,20,0,1,Urban,1
2230,3003.44,Desktop,Wallet,22,0,1,Metro,1
2231,553.01,Desktop,UPI,1,1,1,Metro,1
2232,2417.83,Tablet,NetBanking,2,0,1,Urban,1
2233,152.92,Desktop,NetBanking,13,0,1,Semi-Urban,1
2234,2677.39,Mobile,UPI,3,1,1,Metro,1
2235,326.63,Mobile,Wallet,13,1,1,Metro,1
2236,2277.34,Mobile,Card,18,0,1,Semi-Urban,0
2237,1112.4,Mobile,Card,17,0,1,Urban,1
2238,422.45,Desktop,UPI,22,0,1,Urban,1
2239,729.94,Mobile,UPI,1,0,1,Metro,1
2240,2178.34,Desktop,Card,9,1,1,Urban,0
2241,1219.13,Desktop,NetBanking,12,1,1,Urban,1
2242,1967.29,Mobile,Card,12,1,1,Metro,1
2243,7914.41,Mobile,Card,13,0,1,Urban,1
2244,229.47,Mobile,UPI,10,0,1,Urban,1
2245,5525.96,Mobile,UPI,15,0,1,Semi-Urban,1
2246,1217.26,Mobile,Card,6,1,1,Semi-Urban,0
2247,446.4,Desktop,UPI,0,1,1,Semi-Urban,1
2248,289.94,Mobile,UPI,5,0,1,Semi-Urban,0
2249,907.67,Mobile,UPI,1,1,1,Urban,1
2250,2756.32,Mobile,Card,2,1,1,Urban,1
2251,965.31,Mobile,Card,3,0,1,Rural,0
2252,4969.9,Desktop,UPI,17,0,1,Urban,1
2253,256.94,Desktop,Card,7,0,1,Urban,1
2254,1083.46,Mobile,Card,6,0,1,Urban,0
2255,313.44,Tablet,UPI,11,0,1,Semi-Urban,1
2256,1577.56,Mobile,UPI,15,0,1,Urban,0
2257,2662.14,Mobile,NetBanking,8,0,1,Urban,1
2258,719.99,Mobile,UPI,21,0,1,Rural,1
2259,81.11,Mobile,Wallet,10,0,1,Semi-Urban,1
2260,1338.02,Mobile,UPI,15,0,1,Semi-Urban,0
2261,1697.21,Desktop,UPI,21,0,1,Rural,1
2262,1643.03,Mobile,UPI,7,1,1,Metro,1
2263,3773.59,Desktop,Wallet,6,0,1,Metro,1
2264,375.76,Mobile,NetBanking,0,1,0,Metro,1
2265,2165.09,Tablet,Card,2,0,1,Urban,1
2266,3613.77,Desktop,NetBanking,13,1,1,Semi-Urban,1
2267,185.2,Mobile,Card,16,1,1,Metro,1
2268,1509.68,Mobile,Wallet,10,0,1,Metro,1
2269,662.37,Desktop,UPI,4,1,1,Metro,1
2270,1010.78,Mobile,Card,9,1,1,Semi-Urban,0
2271,1552.58,Mobile,NetBanking,5,0,1,Metro,1
2272,673.69,Desktop,Card,15,0,1,Metro,1
2273,557.96,Tablet,NetBanking,11,1,0,Metro,0
2274,1134.73,Desktop,UPI,6,0,1,Urban,0
2275,369.72,Desktop,UPI,12,0,1,Urban,1
2276,370.25,Mobile,Card,22,0,1,Urban,1
2277,2163.26,Mobile,Card,4,0,1,Urban,1
2278,347.65,Desktop,Card,0,1,1,Rural,1
2279,2135.19,Mobile,UPI,15,1,1,Metro,1
2280,1741.66,Mobile,Card,10,1,1,Metro,1
2281,195.23,Desktop,Wallet,20,0,1,Metro,1
2282,556.93,Mobile,Card,22,0,1,Metro,1
2283,3619.57,Desktop,UPI,22,0,1,Metro,0
2284,411.1,Mobile,Card,4,0,1,Metro,1
2285,689.24,Mobile,NetBanking,9,1,1,Metro,1
2286,1740.73,Desktop,UPI,17,0,1,Semi-Urban,1
2287,2400.4,Desktop,UPI,23,0,1,Urban,1
2288,852.75,Mobile,Card,5,0,1,Metro,1
2289,603.35,Desktop,UPI,10,0,1,Rural,1
2290,4547.67,Mobile,UPI,2,0,1,Semi-Urban,1
2291,6241.02,Mobile,Card,20,1,0,Metro,0
2292,2918.6,Mobile,UPI,3,0,1,Urban,1
2293,1194.3,Mobile,UPI,18,0,1,Metro,1
2294,488.69,Mobile,Card,22,1,0,Metro,1
2295,477.97,Desktop,UPI,6,0,1,Urban,1
2296,1849.21,Desktop,UPI,4,0,1,Metro,1
2297,1666.36,Tablet,Card,21,0,1,Metro,1
2298,4454.18,Desktop,Wallet,13,0,1,Rural,1
2299,2101.59,Tablet,Card,1,0,1,Rural,0
2300,243.94,Mobile,UPI,15,0,1,Semi-Urban,1
2301,3139.9,Mobile,Card,14,0,1,Rural,1
2302,404.21,Mobile,Card,7,0,1,Urban,1
2303,746.97,Mobile,Wallet,6,0,1,Urban,1
2304,1408.39,Mobile,Wallet,12,1,1,Urban,1
2305,8068.05,Desktop,UPI,10,0,1,Urban,1
2306,24585.66,Desktop,Card,13,0,1,Semi-Urban,0
2307,2011.68,Mobile,NetBanking,5,1,1,Rural,0
2308,913.06,Desktop,Card,20,0,1,Metro,1
2309,1871.52,Mobile,NetBanking,5,1,1,Urban,1
2310,2664.19,Mobile,Card,11,0,1,Rural,1
2311,795.79,Mobile,Card,23,0,1,Urban,1
2312,6602.55,Mobile,UPI,5,1,1,Rural,1
2313,1380.32,Mobile,UPI,0,1,1,Urban,1
2314,1803.97,Desktop,UPI,15,0,1,Semi-Urban,1
2315,2134.36,Desktop,Card,6,1,1,Metro,0
2316,1671.68,Mobile,UPI,1,0,1,Semi-Urban,1
2317,2537.51,Mobile,NetBanking,22,0,1,Rural,1
2318,591.55,Desktop,UPI,8,0,1,Urban,1
2319,627.47,Desktop,UPI,13,0,1,Urban,1
2320,364.98,Mobile,UPI,16,1,1,Metro,1
2321,1701.9,Mobile,Wallet,22,0,1,Urban,1
2322,2389.73,Desktop,Wallet,13,1,1,Metro,1
2323,1733.28,Desktop,Card,6,0,1,Metro,1
2324,5851.73,Desktop,UPI,12,0,1,Urban,1
2325,1090.51,Mobile,Card,23,0,1,Urban,1
2326,2140.39,Desktop,Wallet,23,0,1,Metro,1
2327,368.08,Mobile,NetBanking,13,0,1,Metro,0
2328,744.64,Desktop,Card,16,1,1,Rural,1
2329,2198.52,Mobile,Wallet,0,0,1,Metro,1
2330,2563.43,Desktop,Card,5,0,1,Metro,1
2331,817.32,Mobile,UPI,2,0,1,Urban,1
2332,1020.86,Desktop,Card,0,0,1,Urban,0
2333,240.36,Desktop,UPI,0,0,1,Rural,1
2334,767.37,Desktop,Card,0,1,1,Metro,0
2335,2671.47,Desktop,Wallet,13,1,0,Urban,0
2336,1949.26,Mobile,Card,23,0,0,Metro,1
2337,1809.25,Desktop,Card,11,0,1,Semi-Urban,1
2338,1152.6,Mobile,UPI,21,1,1,Urban,1
2339,1104.41,Desktop,UPI,14,0,1,Metro,1
2340,566.61,Desktop,UPI,14,0,1,Metro,0
2341,2205.76,Mobile,Card,4,0,1,Urban,1
2342,1670.66,Tablet,Card,4,0,1,Metro,1
2343,1793.67,Mobile,Card,14,0,1,Semi-Urban,0
2344,648.05,Mobile,Wallet,9,0,1,Urban,0
2345,127.31,Mobile,Card,20,0,1,Urban,0
2346,3285.1,Mobile,UPI,18,0,1,Semi-Urban,0
2347,679.37,Mobile,UPI,0,0,0,Urban,1
2348,462.77,Mobile,Card,15,1,1,Metro,0
2349,2193.99,Mobile,UPI,5,1,1,Rural,1
2350,740.99,Desktop,UPI,1,0,1,Rural,1
2351,3165.09,Mobile,Card,5,0,1,Urban,0
2352,2032.47,Mobile,UPI,12,1,1,Metro,1
2353,2172.36,Mobile,UPI,22,0,1,Urban,1
2354,279.79,Desktop,UPI,10,0,1,Metro,1
2355,3684.7,Tablet,Wallet,8,0,1,Semi-Urban,1
2356,1424.04,Mobile,Card,18,1,1,Metro,1
2357,758.03,Desktop,Card,10,0,1,Metro,1
2358,1265.71,Mobile,UPI,10,0,1,Rural,1
2359,185.63,Mobile,NetBanking,5,0,1,Semi-Urban,1
2360,1650.2,Mobile,UPI,4,0,1,Urban,1
2361,391.75,Desktop,UPI,7,1,1,Metro,1
2362,283.53,Mobile,Card,7,0,1,Metro,0
2363,239.28,Tablet,Card,19,1,1,Urban,1
2364,3336.54,Tablet,UPI,17,0,1,Semi-Urban,1
2365,584.49,Mobile,NetBanking,3,1,1,Urban,1
2366,5083.36,Mobile,UPI,2,0,1,Metro,1
2367,641.75,Mobile,UPI,1,0,1,Metro,1
2368,198.87,Desktop,Card,15,1,1,Semi-Urban,1
2369,359.05,Desktop,Wallet,4,0,1,Urban,0
2370,3773.7,Desktop,UPI,6,0,1,Semi-Urban,1
2371,938.33,Desktop,UPI,2,1,1,Urban,1
2372,633.79,Mobile,Card,5,0,1,Metro,1
2373,1286.93,Tablet,UPI,21,0,1,Metro,1
2374,1811.27,Mobile,Card,19,0,1,Semi-Urban,1
2375,3352.29,Mobile,UPI,13,0,1,Semi-Urban,1
2376,4668.06,Mobile,UPI,4,0,1,Urban,1
2377,765.27,Mobile,Card,21,0,0,Urban,0
2378,291.18,Mobile,UPI,1,0,1,Metro,1
2379,725.26,Mobile,Wallet,14,1,1,Urban,0
2380,1422.66,Mobile,Card,2,0,1,Rural,1
2381,418.32,Mobile,UPI,5,1,1,Semi-Urban,1
2382,421.09,Mobile,UPI,21,1,1,Metro,1
2383,1546.56,Mobile,NetBanking,20,0,1,Urban,1
2384,1044.56,Desktop,UPI,1,1,1,Metro,1
2385,1133.2,Desktop,Card,4,1,0,Semi-Urban,1
2386,513.63,Mobile,Card,3,0,1,Metro,1
2387,870.96,Mobile,Wallet,11,1,1,Urban,0
2388,435.18,Tablet,UPI,19,0,0,Metro,0
2389,2670.97,Mobile,Card,20,1,1,Metro,1
2390,3087.91,Mobile,Card,14,0,1,Semi-Urban,1
2391,173.09,Tablet,UPI,0,0,1,Urban,1
2392,432.89,Mobile,NetBanking,21,0,1,Urban,1
2393,245.54,Desktop,Card,14,1,1,Urban,1
2394,572.48,Mobile,UPI,10,0,1,Metro,1
2395,1008.85,Desktop,UPI,14,0,1,Rural,1
2396,257.33,Mobile,UPI,16,1,1,Urban,1
2397,436.22,Tablet,NetBanking,3,1,1,Urban,1
2398,401.84,Desktop,Wallet,11,0,1,Metro,0
2399,1349.2,Mobile,Card,15,1,1,Rural,0
2400,1175.38,Desktop,UPI,16,0,1,Metro,1
2401,532.86,Tablet,UPI,17,0,1,Metro,1
2402,1308.74,Mobile,UPI,22,0,1,Urban,1
2403,634.81,Tablet,Card,9,0,1,Urban,0
2404,835.76,Mobile,NetBanking,14,0,1,Urban,1
2405,5845.64,Mobile,UPI,12,0,1,Semi-Urban,1
2406,4190.02,Mobile,UPI,5,0,0,Urban,0
2407,298.99,Desktop,UPI,8,1,1,Semi-Urban,1
2408,2514.26,Tablet,NetBanking,19,0,1,Metro,1
2409,2468.58,Desktop,NetBanking,4,1,1,Metro,1
2410,347.84,Mobile,UPI,20,0,1,Semi-Urban,1
2411,2486.86,Tablet,Card,3,0,1,Metro,1
2412,5104.78,Mobile,Card,6,1,1,Metro,1
2413,356.9,Mobile,Card,4,0,1,Metro,1
2414,438.12,Mobile,UPI,14,1,0,Urban,1
2415,3034.07,Tablet,NetBanking,3,1,1,Semi-Urban,1
2416,1438.7,Desktop,UPI,13,0,1,Rural,1
2417,1903.55,Mobile,UPI,15,1,1,Semi-Urban,1
2418,1541.62,Desktop,UPI,1,0,1,Rural,0
2419,1620.83,Mobile,NetBanking,18,0,1,Urban,1
2420,291.06,Mobile,UPI,13,0,1,Urban,1
2421,3125.4,Mobile,Card,15,0,1,Semi-Urban,1
2422,3531.9,Mobile,UPI,5,0,1,Urban,1
2423,871.84,Mobile,UPI,2,0,0,Urban,0
2424,1049.98,Desktop,UPI,20,0,1,Metro,1
2425,237.2,Mobile,Wallet,19,0,1,Metro,1
2426,1834.0,Mobile,NetBanking,12,0,1,Urban,1
2427,1943.13,Desktop,UPI,1,1,1,Metro,1
2428,1030.51,Mobile,UPI,5,0,1,Semi-Urban,1
2429,3375.68,Mobile,Card,17,1,1,Metro,1
2430,785.19,Mobile,UPI,20,0,1,Metro,1
2431,1928.71,Mobile,NetBanking,12,0,1,Metro,0
2432,395.57,Mobile,Card,1,0,1,Rural,1
2433,1071.11,Mobile,NetBanking,3,0,0,Urban,0
2434,921.17,Mobile,UPI,18,0,1,Metro,1
2435,1373.76,Mobile,Card,15,0,0,Semi-Urban,0
2436,757.84,Desktop,UPI,13,0,1,Urban,0
2437,961.53,Mobile,UPI,9,1,1,Urban,1
2438,2505.01,Mobile,UPI,2,1,1,Metro,1
2439,708.56,Desktop,UPI,6,0,1,Urban,1
2440,219.95,Desktop,UPI,6,1,1,Semi-Urban,0
2441,6308.06,Mobile,Card,2,0,1,Metro,1
2442,4365.35,Desktop,UPI,5,0,1,Urban,0
2443,301.19,Desktop,UPI,18,0,1,Urban,1
2444,2185.74,Mobile,UPI,14,1,0,Urban,0
2445,663.17,Desktop,Card,5,0,1,Urban,0
2446,1427.22,Mobile,Card,5,0,1,Metro,1
2447,1471.77,Mobile,UPI,20,0,1,Rural,1
2448,867.48,Desktop,UPI,22,1,1,Semi-Urban,1
2449,500.81,Desktop,Card,22,0,1,Rural,0
2450,549.75,Mobile,UPI,8,0,1,Rural,1
2451,438.7,Mobile,UPI,13,1,1,Rural,1
2452,477.32,Mobile,UPI,18,1,1,Urban,0
2453,1025.38,Mobile,UPI,2,0,0,Semi-Urban,1
2454,536.06,Mobile,UPI,14,0,1,Metro,1
2455,2169.07,Desktop,UPI,23,0,1,Urban,1
2456,4852.48,Mobile,UPI,18,0,1,Metro,1
2457,613.97,Mobile,NetBanking,11,0,1,Urban,0
2458,1393.26,Mobile,UPI,11,0,1,Metro,1
2459,1807.47,Mobile,UPI,20,0,1,Metro,0
2460,1758.12,Mobile,NetBanking,21,0,1,Urban,1
2461,1183.17,Mobile,Card,1,1,1,Urban,1
2462,2304.65,Tablet,Wallet,16,0,1,Semi-Urban,1
2463,1776.23,Mobile,Card,19,1,1,Rural,0
2464,318.09,Mobile,Card,20,1,1,Urban,1
2465,2615.36,Mobile,UPI,0,1,1,Metro,1
2466,2663.22,Mobile,Card,5,1,1,Rural,1
2467,511.18,Mobile,Card,16,0,1,Metro,1
2468,1139.04,Desktop,UPI,0,1,0,Metro,0
2469,2171.84,Desktop,UPI,20,0,1,Metro,1
2470,889.52,Mobile,Card,8,0,1,Urban,1
2471,3206.64,Desktop,UPI,7,1,1,Semi-Urban,0
2472,11659.45,Desktop,Card,14,0,1,Urban,1
2473,499.7,Mobile,UPI,22,0,1,Urban,1
2474,275.6,Mobile,UPI,16,1,1,Semi-Urban,1
2475,1485.96,Mobile,NetBanking,22,0,1,Urban,1
2476,2256.48,Mobile,Card,22,0,1,Metro,1
2477,870.56,Mobile,Card,18,0,0,Rural,1
2478,4690.34,Desktop,Card,2,0,1,Semi-Urban,1
2479,287.55,Mobile,UPI,17,0,1,Urban,1
2480,2192.77,Mobile,Card,9,0,1,Metro,1
2481,598.33,Mobile,UPI,19,1,1,Rural,0
2482,6120.37,Mobile,UPI,5,0,1,Metro,1
2483,8042.66,Desktop,Card,2,0,0,Urban,0
2484,509.46,Desktop,Card,10,0,1,Rural,1
2485,632.98,Desktop,NetBanking,13,1,0,Semi-Urban,1
2486,2590.45,Desktop,UPI,13,1,1,Metro,1
2487,744.62,Mobile,NetBanking,8,1,1,Urban,0
2488,1047.95,Desktop,NetBanking,5,0,1,Urban,0
2489,1124.83,Mobile,UPI,7,0,1,Semi-Urban,1
2490,160.83,Mobile,Card,1,0,1,Rural,1
2491,1081.56,Mobile,NetBanking,2,0,1,Urban,0
2492,550.19,Mobile,UPI,4,1,1,Metro,1
2493,669.73,Mobile,Card,3,1,1,Metro,1
2494,4645.4,Desktop,Wallet,0,0,0,Urban,1
2495,312.15,Desktop,Wallet,16,1,1,Semi-Urban,1
2496,2473.04,Mobile,Card,9,0,0,Metro,0
2497,829.68,Mobile,NetBanking,18,0,1,Urban,1
2498,829.02,Mobile,UPI,0,1,1,Semi-Urban,0
2499,2417.22,Mobile,Card,11,0,1,Urban,1
2500,1540.79,Desktop,Wallet,21,0,0,Semi-Urban,1
2501,1940.33,Mobile,NetBanking,8,0,1,Metro,1
2502,2887.61,Desktop,UPI,9,0,1,Urban,1
2503,787.36,Mobile,UPI,16,0,0,Urban,1
2504,594.53,Mobile,Card,16,0,1,Urban,0
2505,370.5,Desktop,UPI,13,0,1,Urban,0
2506,480.39,Mobile,UPI,17,0,1,Urban,1
2507,20933.26,Mobile,UPI,3,0,1,Urban,1
2508,3807.32,Desktop,Wallet,23,0,1,Metro,1
2509,283.99,Mobile,UPI,6,0,1,Urban,1
2510,292.23,Mobile,UPI,3,1,1,Metro,1
2511,1775.55,Desktop,Card,19,1,1,Urban,1
2512,1895.55,Mobile,UPI,22,0,1,Metro,1
2513,1898.62,Tablet,UPI,0,1,1,Urban,1
2514,849.84,Mobile,Card,9,0,1,Metro,1
2515,967.34,Desktop,UPI,16,1,1,Metro,1
2516,1522.15,Mobile,Card,8,0,1,Rural,1
2517,1194.99,Mobile,UPI,6,1,1,Urban,1
2518,119.19,Desktop,NetBanking,18,1,1,Metro,1
2519,871.49,Mobile,Wallet,21,1,1,Semi-Urban,0
2520,468.06,Desktop,UPI,3,0,1,Metro,1
2521,1306.64,Mobile,Wallet,2,0,1,Metro,1
2522,21704.16,Mobile,Card,22,1,1,Urban,0
2523,1583.64,Mobile,Card,7,1,1,Metro,1
2524,801.49,Desktop,Card,12,1,1,Rural,1
2525,2756.73,Desktop,UPI,5,0,1,Urban,1
2526,1777.01,Mobile,Wallet,22,0,1,Semi-Urban,1
2527,1669.19,Desktop,Wallet,14,0,1,Semi-Urban,1
2528,2011.93,Mobile,NetBanking,18,1,1,Urban,1
2529,8574.46,Desktop,Card,15,0,1,Urban,1
2530,353.93,Mobile,UPI,22,0,1,Metro,1
2531,1760.99,Mobile,UPI,17,0,1,Metro,1
2532,434.25,Mobile,Card,20,1,1,Metro,1
2533,1911.25,Mobile,UPI,18,0,1,Metro,1
2534,437.6,Desktop,NetBanking,15,0,1,Metro,1
2535,722.44,Desktop,Card,15,0,1,Urban,1
2536,816.4,Desktop,Wallet,16,0,1,Metro,1
2537,2909.73,Mobile,Card,11,0,1,Urban,1
2538,2747.52,Desktop,Card,13,1,1,Urban,1
2539,315.54,Mobile,Card,6,0,1,Urban,1
2540,1158.56,Desktop,Wallet,17,0,1,Metro,1
2541,539.38,Mobile,Card,7,1,1,Metro,1
2542,311.53,Mobile,UPI,6,0,1,Urban,1
2543,882.7,Tablet,UPI,7,1,1,Semi-Urban,1
2544,805.54,Mobile,Card,22,1,1,Urban,0
2545,12415.69,Desktop,Wallet,7,0,1,Urban,1
2546,1690.8,Mobile,Card,11,0,1,Metro,0
2547,276.55,Desktop,Card,15,1,1,Urban,1
2548,623.42,Mobile,UPI,15,1,1,Semi-Urban,0
2549,3045.39,Mobile,Card,21,0,1,Urban,1
2550,8852.39,Mobile,Card,16,0,0,Urban,0
2551,224.53,Desktop,UPI,14,0,1,Semi-Urban,1
2552,167.35,Mobile,Card,15,0,1,Metro,0
2553,7122.15,Mobile,UPI,18,1,1,Urban,1
2554,1619.08,Desktop,Card,12,0,1,Metro,1
2555,460.22,Mobile,NetBanking,9,0,1,Semi-Urban,1
2556,1871.75,Desktop,UPI,5,1,1,Semi-Urban,1
2557,78.59,Mobile,UPI,7,0,1,Urban,1
2558,1100.34,Mobile,Card,16,0,1,Metro,1
2559,1522.06,Mobile,UPI,19,0,0,Metro,0
2560,2763.55,Desktop,Card,22,0,1,Metro,1
2561,397.86,Mobile,NetBanking,16,0,1,Metro,1
2562,1194.74,Desktop,UPI,21,0,1,Urban,1
2563,434.66,Desktop,NetBanking,19,0,1,Urban,1
2564,1415.71,Tablet,Card,7,1,0,Urban,0
2565,447.94,Desktop,UPI,1,0,1,Metro,1
2566,729.16,Tablet,UPI,10,0,1,Metro,1
2567,405.12,Mobile,Card,9,1,1,Metro,1
2568,2103.03,Mobile,UPI,20,0,1,Urban,1
2569,2587.51,Mobile,UPI,16,1,1,Urban,1
2570,867.3,Desktop,Card,7,1,1,Rural,1
2571,1139.38,Desktop,NetBanking,16,0,1,Urban,1
2572,257.6,Desktop,UPI,17,0,1,Urban,1
2573,812.67,Mobile,Card,13,1,1,Metro,1
2574,1042.94,Mobile,Card,0,0,1,Urban,1
2575,15075.0,Desktop,UPI,21,1,1,Metro,1
2576,360.7,Mobile,Card,3,1,1,Semi-Urban,1
2577,4741.82,Desktop,NetBanking,9,0,1,Semi-Urban,1
2578,2971.61,Mobile,NetBanking,2,0,1,Metro,1
2579,1451.91,Mobile,UPI,12,0,1,Semi-Urban,1
2580,6365.32,Tablet,NetBanking,15,0,1,Urban,1
2581,1590.98,Mobile,NetBanking,6,0,1,Metro,1
2582,1618.34,Desktop,NetBanking,8,1,1,Urban,1
2583,1039.9,Mobile,NetBanking,6,1,1,Metro,1
2584,3727.78,Mobile,UPI,22,1,1,Metro,1
2585,3282.86,Desktop,Wallet,14,1,1,Urban,1
2586,586.59,Desktop,Card,8,0,1,Rural,0
2587,293.17,Desktop,UPI,2,0,1,Semi-Urban,0
2588,895.18,Desktop,UPI,4,1,1,Metro,0
2589,492.73,Desktop,UPI,20,1,1,Urban,1
2590,1029.14,Tablet,Card,1,0,1,Urban,1
2591,3779.84,Mobile,NetBanking,15,0,1,Urban,0
2592,694.16,Mobile,UPI,13,0,1,Metro,1
2593,1050.66,Mobile,Card,6,0,1,Semi-Urban,1
2594,1162.15,Desktop,UPI,3,0,1,Semi-Urban,1
2595,2561.71,Mobile,Card,7,1,1,Metro,1
2596,115.94,Mobile,NetBanking,11,1,1,Urban,1
2597,597.83,Mobile,UPI,13,0,1,Metro,0
2598,1354.63,Mobile,UPI,11,1,1,Urban,1
2599,3641.24,Desktop,UPI,20,0,1,Urban,1
2600,670.55,Desktop,Wallet,10,0,1,Metro,1
2601,167.91,Desktop,NetBanking,1,1,1,Urban,1
2602,2037.97,Desktop,UPI,18,0,1,Metro,1
2603,580.93,Mobile,UPI,17,1,1,Metro,0
2604,333.73,Desktop,Card,5,0,1,Metro,0
2605,587.37,Mobile,UPI,11,0,1,Metro,1
2606,911.85,Desktop,Card,2,0,1,Metro,1
2607,599.0,Mobile,Card,13,0,1,Urban,1
2608,120.84,Mobile,UPI,6,0,1,Urban,1
2609,2689.38,Mobile,UPI,18,0,0,Semi-Urban,1
2610,3924.03,Tablet,Card,4,1,0,Semi-Urban,0
2611,2103.85,Mobile,UPI,6,1,1,Metro,1
2612,351.54,Mobile,Card,15,0,1,Metro,1
2613,896.51,Mobile,Wallet,14,0,1,Metro,1
2614,1089.5,Mobile,Wallet,8,0,1,Urban,1
2615,1995.79,Desktop,UPI,6,0,1,Urban,1
2616,2139.53,Mobile,Card,17,0,1,Metro,1
2617,526.28,Mobile,UPI,22,0,0,Metro,0
2618,1190.34,Mobile,Wallet,0,0,1,Semi-Urban,1
2619,1732.43,Mobile,UPI,19,1,1,Semi-Urban,1
2620,4702.37,Mobile,Card,10,0,1,Urban,1
2621,2218.32,Mobile,UPI,5,0,1,Metro,1
2622,2414.04,Desktop,UPI,9,1,1,Urban,1
2623,1192.52,Tablet,UPI,2,1,1,Urban,1
2624,4493.82,Mobile,Wallet,9,1,1,Urban,1
2625,1652.03,Desktop,Card,16,0,1,Urban,1
2626,463.55,Mobile,Wallet,11,0,1,Urban,1
2627,4462.08,Mobile,UPI,16,0,1,Metro,0
2628,2203.72,Desktop,Card,10,0,1,Metro,1
2629,704.13,Mobile,UPI,3,1,1,Metro,1
2630,678.92,Desktop,UPI,1,1,1,Semi-Urban,1
2631,1475.24,Mobile,NetBanking,3,0,1,Urban,1
2632,1742.69,Mobile,UPI,16,0,1,Semi-Urban,1
2633,1335.81,Mobile,NetBanking,3,0,1,Semi-Urban,0
2634,1497.14,Desktop,UPI,1,0,1,Urban,0
2635,6002.66,Mobile,Wallet,5,0,1,Metro,1
2636,3202.04,Desktop,NetBanking,17,0,1,Rural,1
2637,1326.95,Tablet,NetBanking,14,1,0,Rural,0
2638,2811.04,Mobile,NetBanking,3,1,1,Semi-Urban,0
